# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3417436	3421803	+	KAK8443274.1			DNA-directed RNA polymerase III subunit RPC1			B9J08_01638	4368	1455	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3422300	3422902	+							B9J08_01639	603		old_locus_tag=B9J08_003781
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3422300	3422902	+			KAK8443275.1	hypothetical protein			B9J08_01639	603		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3422300	3422902	+	KAK8443275.1			hypothetical protein			B9J08_01639	603	200	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3422954	3425956	-							B9J08_01640	3003		old_locus_tag=B9J08_003782
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3422954	3425956	-			KAK8443276.1	hypothetical protein			B9J08_01640	3003		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3422954	3425956	-	KAK8443276.1			hypothetical protein			B9J08_01640	3003	1000	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3426313	3427434	-							B9J08_01641	1122		old_locus_tag=B9J08_003783
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3426313	3427434	-			KAK8443277.1	anthranilate phosphoribosyltransferase			B9J08_01641	1122		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3426313	3427434	-	KAK8443277.1			anthranilate phosphoribosyltransferase			B9J08_01641	1122	373	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3427808	3434086	-							B9J08_01642	6279		old_locus_tag=B9J08_003784
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3427808	3434086	-			KAK8443278.1	hypothetical protein			B9J08_01642	6279		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3427808	3434086	-	KAK8443278.1			hypothetical protein			B9J08_01642	6279	2092	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3434703	3435905	-							B9J08_01643	1203		old_locus_tag=B9J08_003785
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3434703	3435905	-			KAK8443279.1	pyruvate dehydrogenase E1 component subunit alpha, mitochondrial			B9J08_01643	1203		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3434703	3435905	-	KAK8443279.1			pyruvate dehydrogenase E1 component subunit alpha, mitochondrial			B9J08_01643	1203	400	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3437829	3438128	+							B9J08_01644	300		old_locus_tag=B9J08_003786
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3437829	3438128	+			KAK8443280.1	hypothetical protein			B9J08_01644	300		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3437829	3438128	+	KAK8443280.1			hypothetical protein			B9J08_01644	300	99	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3438353	3439036	-							B9J08_01645	684		old_locus_tag=B9J08_003787
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3438353	3439036	-			KAK8443281.1	proteasome subunit beta type-3			B9J08_01645	621		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3438353	3439036	-	KAK8443281.1			proteasome subunit beta type-3			B9J08_01645	621	206	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3439872	3442820	-							B9J08_01646	2949		old_locus_tag=B9J08_003788
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3439872	3442820	-			KAK8443282.1	hypothetical protein			B9J08_01646	2949		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3439872	3442820	-	KAK8443282.1			hypothetical protein			B9J08_01646	2949	982	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3444399	3445895	+							B9J08_01647	1497		old_locus_tag=B9J08_003789
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3444399	3445895	+			KAK8443283.1	hypothetical protein			B9J08_01647	1497		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3444399	3445895	+	KAK8443283.1			hypothetical protein			B9J08_01647	1497	498	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3446221	3449175	-							B9J08_01648	2955		old_locus_tag=B9J08_003790
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3446221	3449175	-			KAK8443284.1	hypothetical protein			B9J08_01648	2955		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3446221	3449175	-	KAK8443284.1			hypothetical protein			B9J08_01648	2955	984	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3450030	3451493	-							B9J08_01649	1464		old_locus_tag=B9J08_003791
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3450030	3451493	-			KAK8443285.1	serine hydroxymethyltransferase, mitochondrial			B9J08_01649	1464		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3450030	3451493	-	KAK8443285.1			serine hydroxymethyltransferase, mitochondrial			B9J08_01649	1464	487	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3452485	3453339	-							B9J08_01650	855		old_locus_tag=B9J08_003792
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3452485	3453339	-			KAK8443286.1	hypothetical protein			B9J08_01650	855		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3452485	3453339	-	KAK8443286.1			hypothetical protein			B9J08_01650	855	284	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3454337	3455965	+							B9J08_01651	1629		old_locus_tag=B9J08_003793
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3454337	3455965	+			KAK8443287.1	hypothetical protein			B9J08_01651	1629		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3454337	3455965	+	KAK8443287.1			hypothetical protein			B9J08_01651	1629	542	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3456284	3458203	+							B9J08_01652	1920		old_locus_tag=B9J08_003794
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3456284	3458203	+			KAK8443288.1	hypothetical protein			B9J08_01652	1920		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3456284	3458203	+	KAK8443288.1			hypothetical protein			B9J08_01652	1920	639	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3459176	3462361	+							B9J08_01653	3186		old_locus_tag=B9J08_003795
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3459176	3462361	+			KAK8443289.1	ATP-dependent RNA helicase DOB1			B9J08_01653	3186		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3459176	3462361	+	KAK8443289.1			ATP-dependent RNA helicase DOB1			B9J08_01653	3186	1061	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3463301	3465550	+							B9J08_01654	2250		old_locus_tag=B9J08_003796
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3463301	3465550	+			KAK8443290.1	hypothetical protein			B9J08_01654	2250		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3463301	3465550	+	KAK8443290.1			hypothetical protein			B9J08_01654	2250	749	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3465728	3466936	+							B9J08_01655	1209		old_locus_tag=B9J08_003797
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3465728	3466936	+			KAK8443291.1	hypothetical protein			B9J08_01655	1209		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3465728	3466936	+	KAK8443291.1			hypothetical protein			B9J08_01655	1209	402	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3467695	3469452	+							B9J08_01656	1758		old_locus_tag=B9J08_003798
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3467695	3469452	+			KAK8443292.1	hypothetical protein			B9J08_01656	1758		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3467695	3469452	+	KAK8443292.1			hypothetical protein			B9J08_01656	1758	585	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3470705	3471796	-							B9J08_01657	1092		old_locus_tag=B9J08_003799
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3470705	3471796	-			KAK8443293.1	hypothetical protein			B9J08_01657	1092		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3470705	3471796	-	KAK8443293.1			hypothetical protein			B9J08_01657	1092	363	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3476624	3480559	+							B9J08_01658	3936		old_locus_tag=B9J08_003800
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3476624	3480559	+			KAK8443294.1	hypothetical protein			B9J08_01658	3936		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3476624	3480559	+	KAK8443294.1			hypothetical protein			B9J08_01658	3936	1311	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3480610	3481482	-							B9J08_01659	873		old_locus_tag=B9J08_003801
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3480610	3481482	-			KAK8443295.1	hypothetical protein			B9J08_01659	873		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3480610	3481482	-	KAK8443295.1			hypothetical protein			B9J08_01659	873	290	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3481618	3484338	-							B9J08_01660	2721		old_locus_tag=B9J08_003802
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3481618	3484338	-			KAK8443296.1	hypothetical protein			B9J08_01660	2721		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3481618	3484338	-	KAK8443296.1			hypothetical protein			B9J08_01660	2721	906	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3484830	3486446	+							B9J08_01661	1617		old_locus_tag=B9J08_003803
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3484830	3486446	+			KAK8443297.1	hypothetical protein			B9J08_01661	1617		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3484830	3486446	+	KAK8443297.1			hypothetical protein			B9J08_01661	1617	538	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3487701	3488036	+							B9J08_01662	336		old_locus_tag=B9J08_003804
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3487701	3488036	+			KAK8443298.1	cytochrome c			B9J08_01662	336		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3487701	3488036	+	KAK8443298.1			cytochrome c			B9J08_01662	336	111	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3488243	3488731	-							B9J08_01663	489		old_locus_tag=B9J08_003805
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3488243	3488731	-			KAK8443299.1	hypothetical protein			B9J08_01663	489		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3488243	3488731	-	KAK8443299.1			hypothetical protein			B9J08_01663	489	162	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3489033	3489806	+							B9J08_01664	774		old_locus_tag=B9J08_003806
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3489033	3489806	+			KAK8443300.1	hypothetical protein			B9J08_01664	774		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3489033	3489806	+	KAK8443300.1			hypothetical protein			B9J08_01664	774	257	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3491602	3493257	+							B9J08_01665	1656		old_locus_tag=B9J08_003807
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3491602	3493257	+			KAK8443301.1	hypothetical protein			B9J08_01665	1656		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3491602	3493257	+	KAK8443301.1			hypothetical protein			B9J08_01665	1656	551	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3493435	3498117	-							B9J08_01666	4683		old_locus_tag=B9J08_003808
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3493435	3498117	-			KAK8443302.1	hypothetical protein			B9J08_01666	4683		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3493435	3498117	-	KAK8443302.1			hypothetical protein			B9J08_01666	4683	1560	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3500612	3501628	-							B9J08_01667	1017		old_locus_tag=B9J08_003809
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3500612	3501628	-			KAK8443303.1	6-phosphogluconolactonase			B9J08_01667	1017		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3500612	3501628	-	KAK8443303.1			6-phosphogluconolactonase			B9J08_01667	1017	338	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3505125	3506012	+							B9J08_01668	888		old_locus_tag=B9J08_003810
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3505125	3506012	+			KAK8443304.1	hypothetical protein			B9J08_01668	888		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3505125	3506012	+	KAK8443304.1			hypothetical protein			B9J08_01668	888	295	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3506068	3506687	-							B9J08_01669	620		old_locus_tag=B9J08_003811
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3506068	3506687	-			KAK8443305.1	hypothetical protein			B9J08_01669	567		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3506068	3506687	-	KAK8443305.1			hypothetical protein			B9J08_01669	567	188	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3506847	3507941	-							B9J08_01670	1095		old_locus_tag=B9J08_003812
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3506847	3507941	-			KAK8443306.1	hypothetical protein			B9J08_01670	1095		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3506847	3507941	-	KAK8443306.1			hypothetical protein			B9J08_01670	1095	364	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3508061	3509254	+							B9J08_01671	1194		old_locus_tag=B9J08_003813
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3508061	3509254	+			KAK8443307.1	hypothetical protein			B9J08_01671	1194		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3508061	3509254	+	KAK8443307.1			hypothetical protein			B9J08_01671	1194	397	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3509257	3510798	-							B9J08_01672	1542		old_locus_tag=B9J08_003814
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3509257	3510798	-			KAK8443308.1	histone acetyltransferase ESA1			B9J08_01672	1542		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3509257	3510798	-	KAK8443308.1			histone acetyltransferase ESA1			B9J08_01672	1542	513	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3510902	3512131	-							B9J08_01673	1230		old_locus_tag=B9J08_003815
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3510902	3512131	-			KAK8443309.1	hypothetical protein			B9J08_01673	1230		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3510902	3512131	-	KAK8443309.1			hypothetical protein			B9J08_01673	1230	409	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3512278	3513378	+							B9J08_01674	1101		old_locus_tag=B9J08_003816
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3512278	3513378	+			KAK8443310.1	hypothetical protein			B9J08_01674	1101		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3512278	3513378	+	KAK8443310.1			hypothetical protein			B9J08_01674	1101	366	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3513391	3514863	-							B9J08_01675	1473		old_locus_tag=B9J08_003817
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3513391	3514863	-			KAK8443311.1	hypothetical protein			B9J08_01675	1473		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3513391	3514863	-	KAK8443311.1			hypothetical protein			B9J08_01675	1473	490	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3514965	3515810	-							B9J08_01676	846		old_locus_tag=B9J08_003818
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3514965	3515810	-			KAK8443312.1	hypothetical protein			B9J08_01676	846		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3514965	3515810	-	KAK8443312.1			hypothetical protein			B9J08_01676	846	281	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3517029	3518489	+							B9J08_01677	1461		old_locus_tag=B9J08_003819
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3517029	3518489	+			KAK8443313.1	glutathione reductase			B9J08_01677	1461		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3517029	3518489	+	KAK8443313.1			glutathione reductase			B9J08_01677	1461	486	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3519665	3520753	+							B9J08_01678	1089		old_locus_tag=B9J08_003820
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3519665	3520753	+			KAK8443314.1	hypothetical protein			B9J08_01678	1089		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3519665	3520753	+	KAK8443314.1			hypothetical protein			B9J08_01678	1089	362	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3521131	3522513	+							B9J08_01679	1383		old_locus_tag=B9J08_003821
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3521131	3522513	+			KAK8443315.1	hypothetical protein			B9J08_01679	1383		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3521131	3522513	+	KAK8443315.1			hypothetical protein			B9J08_01679	1383	460	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3523631	3525643	+							B9J08_01680	2013		old_locus_tag=B9J08_003822
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3523631	3525643	+			KAK8443316.1	hypothetical protein			B9J08_01680	2013		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3523631	3525643	+	KAK8443316.1			hypothetical protein			B9J08_01680	2013	670	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3525836	3526537	+							B9J08_01681	702		old_locus_tag=B9J08_003823
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3525836	3526537	+			KAK8443317.1	hypothetical protein			B9J08_01681	702		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3525836	3526537	+	KAK8443317.1			hypothetical protein			B9J08_01681	702	233	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3527102	3528631	+							B9J08_01682	1530		old_locus_tag=B9J08_003824
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3527102	3528631	+			KAK8443318.1	hypothetical protein			B9J08_01682	1530		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	3527102	3528631	+	KAK8443318.1			hypothetical protein			B9J08_01682	1530	509	
